complex_id,protein,ligand,ca_cluster,ligand_pose_cluster,cif_path
NPF5.1_Q8VZR7__holo_protenix_protenix_NPF5.1_Q8VZR7__holo_protenix_results_seed-1367944256_NPF5.1_Q8VZR7__holo_seed_1367944256_predictions_NPF5.1_Q8VZR7__holo_sample_3,NPF5.1_Q8VZR7,ABA,1,2,results/abcfold/NPF5.1_Q8VZR7__holo/protenix_NPF5.1_Q8VZR7__holo/protenix_results_seed-1367944256/NPF5.1_Q8VZR7__holo/seed_1367944256/predictions/NPF5.1_Q8VZR7__holo_sample_3.cif
NPF5.1_Q8VZR7__holo_protenix_protenix_NPF5.1_Q8VZR7__holo_protenix_results_seed-1883604859_NPF5.1_Q8VZR7__holo_seed_1883604859_predictions_NPF5.1_Q8VZR7__holo_sample_4,NPF5.1_Q8VZR7,ABA,1,2,results/abcfold/NPF5.1_Q8VZR7__holo/protenix_NPF5.1_Q8VZR7__holo/protenix_results_seed-1883604859/NPF5.1_Q8VZR7__holo/seed_1883604859/predictions/NPF5.1_Q8VZR7__holo_sample_4.cif
NPF5.1_Q8VZR7__holo_protenix_protenix_NPF5.1_Q8VZR7__holo_protenix_results_seed-1928517137_NPF5.1_Q8VZR7__holo_seed_1928517137_predictions_NPF5.1_Q8VZR7__holo_sample_3,NPF5.1_Q8VZR7,ABA,1,2,results/abcfold/NPF5.1_Q8VZR7__holo/protenix_NPF5.1_Q8VZR7__holo/protenix_results_seed-1928517137/NPF5.1_Q8VZR7__holo/seed_1928517137/predictions/NPF5.1_Q8VZR7__holo_sample_3.cif
NPF5.1_Q8VZR7__holo_protenix_protenix_NPF5.1_Q8VZR7__holo_protenix_results_seed-1952505728_NPF5.1_Q8VZR7__holo_seed_1952505728_predictions_NPF5.1_Q8VZR7__holo_sample_2,NPF5.1_Q8VZR7,ABA,1,2,results/abcfold/NPF5.1_Q8VZR7__holo/protenix_NPF5.1_Q8VZR7__holo/protenix_results_seed-1952505728/NPF5.1_Q8VZR7__holo/seed_1952505728/predictions/NPF5.1_Q8VZR7__holo_sample_2.cif
NPF5.1_Q8VZR7__holo_protenix_protenix_NPF5.1_Q8VZR7__holo_protenix_results_seed-2089211076_NPF5.1_Q8VZR7__holo_seed_2089211076_predictions_NPF5.1_Q8VZR7__holo_sample_2,NPF5.1_Q8VZR7,ABA,1,2,results/abcfold/NPF5.1_Q8VZR7__holo/protenix_NPF5.1_Q8VZR7__holo/protenix_results_seed-2089211076/NPF5.1_Q8VZR7__holo/seed_2089211076/predictions/NPF5.1_Q8VZR7__holo_sample_2.cif
NPF5.1_Q8VZR7__holo_protenix_protenix_NPF5.1_Q8VZR7__holo_protenix_results_seed-2089211076_NPF5.1_Q8VZR7__holo_seed_2089211076_predictions_NPF5.1_Q8VZR7__holo_sample_4,NPF5.1_Q8VZR7,ABA,1,2,results/abcfold/NPF5.1_Q8VZR7__holo/protenix_NPF5.1_Q8VZR7__holo/protenix_results_seed-2089211076/NPF5.1_Q8VZR7__holo/seed_2089211076/predictions/NPF5.1_Q8VZR7__holo_sample_4.cif
NPF5.1_Q8VZR7__holo_protenix_protenix_NPF5.1_Q8VZR7__holo_protenix_results_seed-2117893726_NPF5.1_Q8VZR7__holo_seed_2117893726_predictions_NPF5.1_Q8VZR7__holo_sample_3,NPF5.1_Q8VZR7,ABA,1,2,results/abcfold/NPF5.1_Q8VZR7__holo/protenix_NPF5.1_Q8VZR7__holo/protenix_results_seed-2117893726/NPF5.1_Q8VZR7__holo/seed_2117893726/predictions/NPF5.1_Q8VZR7__holo_sample_3.cif
NPF5.1_Q8VZR7__holo_protenix_protenix_NPF5.1_Q8VZR7__holo_protenix_results_seed-229607029_NPF5.1_Q8VZR7__holo_seed_229607029_predictions_NPF5.1_Q8VZR7__holo_sample_2,NPF5.1_Q8VZR7,ABA,1,2,results/abcfold/NPF5.1_Q8VZR7__holo/protenix_NPF5.1_Q8VZR7__holo/protenix_results_seed-229607029/NPF5.1_Q8VZR7__holo/seed_229607029/predictions/NPF5.1_Q8VZR7__holo_sample_2.cif
NPF5.1_Q8VZR7__holo_protenix_protenix_NPF5.1_Q8VZR7__holo_protenix_results_seed-290445680_NPF5.1_Q8VZR7__holo_seed_290445680_predictions_NPF5.1_Q8VZR7__holo_sample_1,NPF5.1_Q8VZR7,ABA,1,2,results/abcfold/NPF5.1_Q8VZR7__holo/protenix_NPF5.1_Q8VZR7__holo/protenix_results_seed-290445680/NPF5.1_Q8VZR7__holo/seed_290445680/predictions/NPF5.1_Q8VZR7__holo_sample_1.cif
NPF5.1_Q8VZR7__holo_protenix_protenix_NPF5.1_Q8VZR7__holo_protenix_results_seed-290445680_NPF5.1_Q8VZR7__holo_seed_290445680_predictions_NPF5.1_Q8VZR7__holo_sample_3,NPF5.1_Q8VZR7,ABA,1,2,results/abcfold/NPF5.1_Q8VZR7__holo/protenix_NPF5.1_Q8VZR7__holo/protenix_results_seed-290445680/NPF5.1_Q8VZR7__holo/seed_290445680/predictions/NPF5.1_Q8VZR7__holo_sample_3.cif
NPF5.1_Q8VZR7__holo_protenix_protenix_NPF5.1_Q8VZR7__holo_protenix_results_seed-290445680_NPF5.1_Q8VZR7__holo_seed_290445680_predictions_NPF5.1_Q8VZR7__holo_sample_4,NPF5.1_Q8VZR7,ABA,1,2,results/abcfold/NPF5.1_Q8VZR7__holo/protenix_NPF5.1_Q8VZR7__holo/protenix_results_seed-290445680/NPF5.1_Q8VZR7__holo/seed_290445680/predictions/NPF5.1_Q8VZR7__holo_sample_4.cif
NPF5.1_Q8VZR7__holo_protenix_protenix_NPF5.1_Q8VZR7__holo_protenix_results_seed-420364031_NPF5.1_Q8VZR7__holo_seed_420364031_predictions_NPF5.1_Q8VZR7__holo_sample_2,NPF5.1_Q8VZR7,ABA,1,2,results/abcfold/NPF5.1_Q8VZR7__holo/protenix_NPF5.1_Q8VZR7__holo/protenix_results_seed-420364031/NPF5.1_Q8VZR7__holo/seed_420364031/predictions/NPF5.1_Q8VZR7__holo_sample_2.cif
NPF5.1_Q8VZR7__holo_protenix_protenix_NPF5.1_Q8VZR7__holo_protenix_results_seed-449632463_NPF5.1_Q8VZR7__holo_seed_449632463_predictions_NPF5.1_Q8VZR7__holo_sample_4,NPF5.1_Q8VZR7,ABA,1,2,results/abcfold/NPF5.1_Q8VZR7__holo/protenix_NPF5.1_Q8VZR7__holo/protenix_results_seed-449632463/NPF5.1_Q8VZR7__holo/seed_449632463/predictions/NPF5.1_Q8VZR7__holo_sample_4.cif
NPF5.1_Q8VZR7__holo_protenix_protenix_NPF5.1_Q8VZR7__holo_protenix_results_seed-882240783_NPF5.1_Q8VZR7__holo_seed_882240783_predictions_NPF5.1_Q8VZR7__holo_sample_4,NPF5.1_Q8VZR7,ABA,1,2,results/abcfold/NPF5.1_Q8VZR7__holo/protenix_NPF5.1_Q8VZR7__holo/protenix_results_seed-882240783/NPF5.1_Q8VZR7__holo/seed_882240783/predictions/NPF5.1_Q8VZR7__holo_sample_4.cif
NPF5.1_Q8VZR7__holo_protenix_protenix_NPF5.1_Q8VZR7__holo_protenix_results_seed-968299889_NPF5.1_Q8VZR7__holo_seed_968299889_predictions_NPF5.1_Q8VZR7__holo_sample_0,NPF5.1_Q8VZR7,ABA,1,2,results/abcfold/NPF5.1_Q8VZR7__holo/protenix_NPF5.1_Q8VZR7__holo/protenix_results_seed-968299889/NPF5.1_Q8VZR7__holo/seed_968299889/predictions/NPF5.1_Q8VZR7__holo_sample_0.cif
NPF5.1_Q8VZR7__holo_protenix_protenix_NPF5.1_Q8VZR7__holo_protenix_results_seed-994851426_NPF5.1_Q8VZR7__holo_seed_994851426_predictions_NPF5.1_Q8VZR7__holo_sample_2,NPF5.1_Q8VZR7,ABA,1,2,results/abcfold/NPF5.1_Q8VZR7__holo/protenix_NPF5.1_Q8VZR7__holo/protenix_results_seed-994851426/NPF5.1_Q8VZR7__holo/seed_994851426/predictions/NPF5.1_Q8VZR7__holo_sample_2.cif
NPF5.1_Q8VZR7__holo_protenix_protenix_NPF5.1_Q8VZR7__holo_protenix_results_seed-994851426_NPF5.1_Q8VZR7__holo_seed_994851426_predictions_NPF5.1_Q8VZR7__holo_sample_4,NPF5.1_Q8VZR7,ABA,1,2,results/abcfold/NPF5.1_Q8VZR7__holo/protenix_NPF5.1_Q8VZR7__holo/protenix_results_seed-994851426/NPF5.1_Q8VZR7__holo/seed_994851426/predictions/NPF5.1_Q8VZR7__holo_sample_4.cif
NPF5.1_Q8VZR7__holo_alphafold3_seed1007436757_sample0,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/alphafold3_NPF5.1_Q8VZR7__holo/seed-1007436757_sample-0/NPF5.1_Q8VZR7__holo_seed-1007436757_sample-0_model.cif
NPF5.1_Q8VZR7__holo_alphafold3_seed1635650103_sample0,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/alphafold3_NPF5.1_Q8VZR7__holo/seed-1635650103_sample-0/NPF5.1_Q8VZR7__holo_seed-1635650103_sample-0_model.cif
NPF5.1_Q8VZR7__holo_alphafold3_seed1635650103_sample3,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/alphafold3_NPF5.1_Q8VZR7__holo/seed-1635650103_sample-3/NPF5.1_Q8VZR7__holo_seed-1635650103_sample-3_model.cif
NPF5.1_Q8VZR7__holo_alphafold3_seed1636878114_sample1,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/alphafold3_NPF5.1_Q8VZR7__holo/seed-1636878114_sample-1/NPF5.1_Q8VZR7__holo_seed-1636878114_sample-1_model.cif
NPF5.1_Q8VZR7__holo_alphafold3_seed1883604859_sample4,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/alphafold3_NPF5.1_Q8VZR7__holo/seed-1883604859_sample-4/NPF5.1_Q8VZR7__holo_seed-1883604859_sample-4_model.cif
NPF5.1_Q8VZR7__holo_alphafold3_seed1928517137_sample0,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/alphafold3_NPF5.1_Q8VZR7__holo/seed-1928517137_sample-0/NPF5.1_Q8VZR7__holo_seed-1928517137_sample-0_model.cif
NPF5.1_Q8VZR7__holo_alphafold3_seed2089211076_sample4,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/alphafold3_NPF5.1_Q8VZR7__holo/seed-2089211076_sample-4/NPF5.1_Q8VZR7__holo_seed-2089211076_sample-4_model.cif
NPF5.1_Q8VZR7__holo_alphafold3_seed449632463_sample2,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/alphafold3_NPF5.1_Q8VZR7__holo/seed-449632463_sample-2/NPF5.1_Q8VZR7__holo_seed-449632463_sample-2_model.cif
NPF5.1_Q8VZR7__holo_alphafold3_seed968299889_sample1,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/alphafold3_NPF5.1_Q8VZR7__holo/seed-968299889_sample-1/NPF5.1_Q8VZR7__holo_seed-968299889_sample-1_model.cif
NPF5.1_Q8VZR7__holo_alphafold3_seed968299889_sample4,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/alphafold3_NPF5.1_Q8VZR7__holo/seed-968299889_sample-4/NPF5.1_Q8VZR7__holo_seed-968299889_sample-4_model.cif
NPF5.1_Q8VZR7__holo_alphafold3_seed994851426_sample0,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/alphafold3_NPF5.1_Q8VZR7__holo/seed-994851426_sample-0/NPF5.1_Q8VZR7__holo_seed-994851426_sample-0_model.cif
NPF5.1_Q8VZR7__holo_alphafold3_seed994851426_sample1,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/alphafold3_NPF5.1_Q8VZR7__holo/seed-994851426_sample-1/NPF5.1_Q8VZR7__holo_seed-994851426_sample-1_model.cif
NPF5.1_Q8VZR7__holo_alphafold3_seed994851426_sample3,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/alphafold3_NPF5.1_Q8VZR7__holo/seed-994851426_sample-3/NPF5.1_Q8VZR7__holo_seed-994851426_sample-3_model.cif
NPF5.1_Q8VZR7__holo_alphafold3_seed994851426_sample4,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/alphafold3_NPF5.1_Q8VZR7__holo/seed-994851426_sample-4/NPF5.1_Q8VZR7__holo_seed-994851426_sample-4_model.cif
NPF5.1_Q8VZR7__holo_boltz_boltz_NPF5.1_Q8VZR7__holo_boltz_results_NPF5.1_Q8VZR7__holo_data_seed-25073130_predictions_NPF5.1_Q8VZR7__holo_data_seed-25073130_NPF5.1_Q8VZR7__holo_data_seed-25073130_model_0,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/boltz_NPF5.1_Q8VZR7__holo/boltz_results_NPF5.1_Q8VZR7__holo_data_seed-25073130/predictions/NPF5.1_Q8VZR7__holo_data_seed-25073130/NPF5.1_Q8VZR7__holo_data_seed-25073130_model_0.cif
NPF5.1_Q8VZR7__holo_boltz_boltz_NPF5.1_Q8VZR7__holo_boltz_results_NPF5.1_Q8VZR7__holo_data_seed-25073130_predictions_NPF5.1_Q8VZR7__holo_data_seed-25073130_NPF5.1_Q8VZR7__holo_data_seed-25073130_model_1,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/boltz_NPF5.1_Q8VZR7__holo/boltz_results_NPF5.1_Q8VZR7__holo_data_seed-25073130/predictions/NPF5.1_Q8VZR7__holo_data_seed-25073130/NPF5.1_Q8VZR7__holo_data_seed-25073130_model_1.cif
NPF5.1_Q8VZR7__holo_openfold3_openfold_NPF5.1_Q8VZR7__holo_openfold_results_seed-1007436757_NPF5.1_Q8VZR7__holo_seed_1007436757_NPF5.1_Q8VZR7__holo_seed_1007436757_sample_1_model_fixed,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/openfold_NPF5.1_Q8VZR7__holo/openfold_results_seed-1007436757/NPF5.1_Q8VZR7__holo/seed_1007436757/NPF5.1_Q8VZR7__holo_seed_1007436757_sample_1_model_fixed.cif
NPF5.1_Q8VZR7__holo_openfold3_openfold_NPF5.1_Q8VZR7__holo_openfold_results_seed-1007436757_NPF5.1_Q8VZR7__holo_seed_1007436757_NPF5.1_Q8VZR7__holo_seed_1007436757_sample_2_model_fixed,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/openfold_NPF5.1_Q8VZR7__holo/openfold_results_seed-1007436757/NPF5.1_Q8VZR7__holo/seed_1007436757/NPF5.1_Q8VZR7__holo_seed_1007436757_sample_2_model_fixed.cif
NPF5.1_Q8VZR7__holo_openfold3_openfold_NPF5.1_Q8VZR7__holo_openfold_results_seed-1007436757_NPF5.1_Q8VZR7__holo_seed_1007436757_NPF5.1_Q8VZR7__holo_seed_1007436757_sample_3_model_fixed,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/openfold_NPF5.1_Q8VZR7__holo/openfold_results_seed-1007436757/NPF5.1_Q8VZR7__holo/seed_1007436757/NPF5.1_Q8VZR7__holo_seed_1007436757_sample_3_model_fixed.cif
NPF5.1_Q8VZR7__holo_openfold3_openfold_NPF5.1_Q8VZR7__holo_openfold_results_seed-1007436757_NPF5.1_Q8VZR7__holo_seed_1007436757_NPF5.1_Q8VZR7__holo_seed_1007436757_sample_4_model_fixed,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/openfold_NPF5.1_Q8VZR7__holo/openfold_results_seed-1007436757/NPF5.1_Q8VZR7__holo/seed_1007436757/NPF5.1_Q8VZR7__holo_seed_1007436757_sample_4_model_fixed.cif
NPF5.1_Q8VZR7__holo_openfold3_openfold_NPF5.1_Q8VZR7__holo_openfold_results_seed-1007436757_NPF5.1_Q8VZR7__holo_seed_1007436757_NPF5.1_Q8VZR7__holo_seed_1007436757_sample_5_model_fixed,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/openfold_NPF5.1_Q8VZR7__holo/openfold_results_seed-1007436757/NPF5.1_Q8VZR7__holo/seed_1007436757/NPF5.1_Q8VZR7__holo_seed_1007436757_sample_5_model_fixed.cif
NPF5.1_Q8VZR7__holo_openfold3_openfold_NPF5.1_Q8VZR7__holo_openfold_results_seed-1115691508_NPF5.1_Q8VZR7__holo_seed_1115691508_NPF5.1_Q8VZR7__holo_seed_1115691508_sample_1_model_fixed,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/openfold_NPF5.1_Q8VZR7__holo/openfold_results_seed-1115691508/NPF5.1_Q8VZR7__holo/seed_1115691508/NPF5.1_Q8VZR7__holo_seed_1115691508_sample_1_model_fixed.cif
NPF5.1_Q8VZR7__holo_openfold3_openfold_NPF5.1_Q8VZR7__holo_openfold_results_seed-1115691508_NPF5.1_Q8VZR7__holo_seed_1115691508_NPF5.1_Q8VZR7__holo_seed_1115691508_sample_2_model_fixed,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/openfold_NPF5.1_Q8VZR7__holo/openfold_results_seed-1115691508/NPF5.1_Q8VZR7__holo/seed_1115691508/NPF5.1_Q8VZR7__holo_seed_1115691508_sample_2_model_fixed.cif
NPF5.1_Q8VZR7__holo_openfold3_openfold_NPF5.1_Q8VZR7__holo_openfold_results_seed-1115691508_NPF5.1_Q8VZR7__holo_seed_1115691508_NPF5.1_Q8VZR7__holo_seed_1115691508_sample_3_model_fixed,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/openfold_NPF5.1_Q8VZR7__holo/openfold_results_seed-1115691508/NPF5.1_Q8VZR7__holo/seed_1115691508/NPF5.1_Q8VZR7__holo_seed_1115691508_sample_3_model_fixed.cif
NPF5.1_Q8VZR7__holo_openfold3_openfold_NPF5.1_Q8VZR7__holo_openfold_results_seed-1115691508_NPF5.1_Q8VZR7__holo_seed_1115691508_NPF5.1_Q8VZR7__holo_seed_1115691508_sample_4_model_fixed,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/openfold_NPF5.1_Q8VZR7__holo/openfold_results_seed-1115691508/NPF5.1_Q8VZR7__holo/seed_1115691508/NPF5.1_Q8VZR7__holo_seed_1115691508_sample_4_model_fixed.cif
NPF5.1_Q8VZR7__holo_openfold3_openfold_NPF5.1_Q8VZR7__holo_openfold_results_seed-1115691508_NPF5.1_Q8VZR7__holo_seed_1115691508_NPF5.1_Q8VZR7__holo_seed_1115691508_sample_5_model_fixed,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/openfold_NPF5.1_Q8VZR7__holo/openfold_results_seed-1115691508/NPF5.1_Q8VZR7__holo/seed_1115691508/NPF5.1_Q8VZR7__holo_seed_1115691508_sample_5_model_fixed.cif
NPF5.1_Q8VZR7__holo_openfold3_openfold_NPF5.1_Q8VZR7__holo_openfold_results_seed-1340225889_NPF5.1_Q8VZR7__holo_seed_1340225889_NPF5.1_Q8VZR7__holo_seed_1340225889_sample_1_model_fixed,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/openfold_NPF5.1_Q8VZR7__holo/openfold_results_seed-1340225889/NPF5.1_Q8VZR7__holo/seed_1340225889/NPF5.1_Q8VZR7__holo_seed_1340225889_sample_1_model_fixed.cif
NPF5.1_Q8VZR7__holo_openfold3_openfold_NPF5.1_Q8VZR7__holo_openfold_results_seed-1340225889_NPF5.1_Q8VZR7__holo_seed_1340225889_NPF5.1_Q8VZR7__holo_seed_1340225889_sample_2_model_fixed,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/openfold_NPF5.1_Q8VZR7__holo/openfold_results_seed-1340225889/NPF5.1_Q8VZR7__holo/seed_1340225889/NPF5.1_Q8VZR7__holo_seed_1340225889_sample_2_model_fixed.cif
NPF5.1_Q8VZR7__holo_openfold3_openfold_NPF5.1_Q8VZR7__holo_openfold_results_seed-1340225889_NPF5.1_Q8VZR7__holo_seed_1340225889_NPF5.1_Q8VZR7__holo_seed_1340225889_sample_3_model_fixed,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/openfold_NPF5.1_Q8VZR7__holo/openfold_results_seed-1340225889/NPF5.1_Q8VZR7__holo/seed_1340225889/NPF5.1_Q8VZR7__holo_seed_1340225889_sample_3_model_fixed.cif
NPF5.1_Q8VZR7__holo_openfold3_openfold_NPF5.1_Q8VZR7__holo_openfold_results_seed-1340225889_NPF5.1_Q8VZR7__holo_seed_1340225889_NPF5.1_Q8VZR7__holo_seed_1340225889_sample_4_model_fixed,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/openfold_NPF5.1_Q8VZR7__holo/openfold_results_seed-1340225889/NPF5.1_Q8VZR7__holo/seed_1340225889/NPF5.1_Q8VZR7__holo_seed_1340225889_sample_4_model_fixed.cif
NPF5.1_Q8VZR7__holo_openfold3_openfold_NPF5.1_Q8VZR7__holo_openfold_results_seed-1340225889_NPF5.1_Q8VZR7__holo_seed_1340225889_NPF5.1_Q8VZR7__holo_seed_1340225889_sample_5_model_fixed,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/openfold_NPF5.1_Q8VZR7__holo/openfold_results_seed-1340225889/NPF5.1_Q8VZR7__holo/seed_1340225889/NPF5.1_Q8VZR7__holo_seed_1340225889_sample_5_model_fixed.cif
NPF5.1_Q8VZR7__holo_openfold3_openfold_NPF5.1_Q8VZR7__holo_openfold_results_seed-1367944256_NPF5.1_Q8VZR7__holo_seed_1367944256_NPF5.1_Q8VZR7__holo_seed_1367944256_sample_1_model_fixed,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/openfold_NPF5.1_Q8VZR7__holo/openfold_results_seed-1367944256/NPF5.1_Q8VZR7__holo/seed_1367944256/NPF5.1_Q8VZR7__holo_seed_1367944256_sample_1_model_fixed.cif
NPF5.1_Q8VZR7__holo_openfold3_openfold_NPF5.1_Q8VZR7__holo_openfold_results_seed-1367944256_NPF5.1_Q8VZR7__holo_seed_1367944256_NPF5.1_Q8VZR7__holo_seed_1367944256_sample_2_model_fixed,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/openfold_NPF5.1_Q8VZR7__holo/openfold_results_seed-1367944256/NPF5.1_Q8VZR7__holo/seed_1367944256/NPF5.1_Q8VZR7__holo_seed_1367944256_sample_2_model_fixed.cif
NPF5.1_Q8VZR7__holo_openfold3_openfold_NPF5.1_Q8VZR7__holo_openfold_results_seed-1367944256_NPF5.1_Q8VZR7__holo_seed_1367944256_NPF5.1_Q8VZR7__holo_seed_1367944256_sample_3_model_fixed,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/openfold_NPF5.1_Q8VZR7__holo/openfold_results_seed-1367944256/NPF5.1_Q8VZR7__holo/seed_1367944256/NPF5.1_Q8VZR7__holo_seed_1367944256_sample_3_model_fixed.cif
NPF5.1_Q8VZR7__holo_openfold3_openfold_NPF5.1_Q8VZR7__holo_openfold_results_seed-1367944256_NPF5.1_Q8VZR7__holo_seed_1367944256_NPF5.1_Q8VZR7__holo_seed_1367944256_sample_4_model_fixed,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/openfold_NPF5.1_Q8VZR7__holo/openfold_results_seed-1367944256/NPF5.1_Q8VZR7__holo/seed_1367944256/NPF5.1_Q8VZR7__holo_seed_1367944256_sample_4_model_fixed.cif
NPF5.1_Q8VZR7__holo_openfold3_openfold_NPF5.1_Q8VZR7__holo_openfold_results_seed-1367944256_NPF5.1_Q8VZR7__holo_seed_1367944256_NPF5.1_Q8VZR7__holo_seed_1367944256_sample_5_model_fixed,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/openfold_NPF5.1_Q8VZR7__holo/openfold_results_seed-1367944256/NPF5.1_Q8VZR7__holo/seed_1367944256/NPF5.1_Q8VZR7__holo_seed_1367944256_sample_5_model_fixed.cif
NPF5.1_Q8VZR7__holo_openfold3_openfold_NPF5.1_Q8VZR7__holo_openfold_results_seed-1635650103_NPF5.1_Q8VZR7__holo_seed_1635650103_NPF5.1_Q8VZR7__holo_seed_1635650103_sample_1_model_fixed,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/openfold_NPF5.1_Q8VZR7__holo/openfold_results_seed-1635650103/NPF5.1_Q8VZR7__holo/seed_1635650103/NPF5.1_Q8VZR7__holo_seed_1635650103_sample_1_model_fixed.cif
NPF5.1_Q8VZR7__holo_openfold3_openfold_NPF5.1_Q8VZR7__holo_openfold_results_seed-1635650103_NPF5.1_Q8VZR7__holo_seed_1635650103_NPF5.1_Q8VZR7__holo_seed_1635650103_sample_2_model_fixed,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/openfold_NPF5.1_Q8VZR7__holo/openfold_results_seed-1635650103/NPF5.1_Q8VZR7__holo/seed_1635650103/NPF5.1_Q8VZR7__holo_seed_1635650103_sample_2_model_fixed.cif
NPF5.1_Q8VZR7__holo_openfold3_openfold_NPF5.1_Q8VZR7__holo_openfold_results_seed-1635650103_NPF5.1_Q8VZR7__holo_seed_1635650103_NPF5.1_Q8VZR7__holo_seed_1635650103_sample_4_model_fixed,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/openfold_NPF5.1_Q8VZR7__holo/openfold_results_seed-1635650103/NPF5.1_Q8VZR7__holo/seed_1635650103/NPF5.1_Q8VZR7__holo_seed_1635650103_sample_4_model_fixed.cif
NPF5.1_Q8VZR7__holo_openfold3_openfold_NPF5.1_Q8VZR7__holo_openfold_results_seed-1635650103_NPF5.1_Q8VZR7__holo_seed_1635650103_NPF5.1_Q8VZR7__holo_seed_1635650103_sample_5_model_fixed,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/openfold_NPF5.1_Q8VZR7__holo/openfold_results_seed-1635650103/NPF5.1_Q8VZR7__holo/seed_1635650103/NPF5.1_Q8VZR7__holo_seed_1635650103_sample_5_model_fixed.cif
NPF5.1_Q8VZR7__holo_openfold3_openfold_NPF5.1_Q8VZR7__holo_openfold_results_seed-1636878114_NPF5.1_Q8VZR7__holo_seed_1636878114_NPF5.1_Q8VZR7__holo_seed_1636878114_sample_1_model_fixed,NPF5.1_Q8VZR7,ABA,2,0,results/abcfold/NPF5.1_Q8VZR7__holo/openfold_NPF5.1_Q8VZR7__holo/openfold_results_seed-1636878114/NPF5.1_Q8VZR7__holo/seed_1636878114/NPF5.1_Q8VZR7__holo_seed_1636878114_sample_1_model_fixed.cif
